"","Year","Area","Street","Street.2"
"4024",2012,"","Summer Row Birmingham",""
"4025",2012,"","Summer Row Birmingham",""
"4026",2012,"","Summer Row City Centre",""
"4027",2012,"","Tanhouse Fish Bar",""
"4028",2012,"","Tescos Aston",""
"4029",2012,"","Tescos New Str.",""
"4030",2012,"","Tew Pk. Rd. Handsworth",""
"4031",2012,"","The Arcadian Centre",""
"4032",2012,"","The Bullring",""
"4033",2012,"","The Review Bar Arcadian Birmingham",""
"4034",2012,"","Thimblemill Rd. Smethwick",""
"4035",2012,"","Three Shires Oak Rd. Bearwood",""
"4036",2012,"","Union Passage",""
"4037",2012,"","Union Str. City Centre",""
"4038",2012,"","Upper Bull St O S Priory Court",""
"4039",2012,"","Upper Dean St",""
"4040",2012,"","Upper Dean Str. Birmingham",""
"4041",2012,"","Vauxhall Rd. Neachells",""
"4042",2012,"","Vauxhall Rd. Neachells",""
"4043",2012,"","Vicarage Rd. Handsworth",""
"4044",2012,"","Vicarge Rd. Edgbaston",""
"4045",2012,"","Victoria Square",""
"4046",2012,"","Victoria Square",""
"4047",2012,"","Victoria Square",""
"4048",2012,"","Victoria Square Step Birmingham",""
"4049",2012,"","Victoria Square City Centre",""
"4050",2012,"","Villa Rd. Lozells",""
"4051",2012,"","Wallface West Bromwich",""
"4052",2012,"","Waters Str.",""
"4053",2012,"","Waverhill Pk. Handsworth",""
"4054",2012,"","Waverly Hill Pk.",""
"4055",2012,"","Wellington Crescent Handsworth Birmingham",""
"4056",2012,"","West Ave. Handsworth Wood",""
"4057",2012,"","Whitmore St",""
"4058",2012,"","Whitmore Str. Bordesley Gr.",""
"4059",2012,"","Whitomore St",""
"4060",2012,"","Willes Rd.",""
"4061",2012,"","Winson St",""
"4062",2012,"","Winson St",""
"4063",2012,"","Witton Lodge Rd. Erdington",""
"4064",2012,"","Wright Str. Small Heath",""
"4065",2012,"","Wrottesley St",""
"4066",2012,"Coventry","Gosford St",""
"4067",2012,"","Albany Ph",""
"4068",2012,"","Allard Way Coventry",""
"4069",2012,"","Allesley Old Rd Coventry",""
"4070",2012,"","Allton Rd.",""
"4071",2012,"","Ansty Rd.",""
"4072",2012,"","Arena Pk. Coventry",""
"4073",2012,"","Beake Avneue",""
"4074",2012,"","Beake Avneue",""
"4075",2012,"","Beake Avneue",""
"4076",2012,"","Bedlam Lan.",""
"4077",2012,"","Bedlam Rd.",""
"4078",2012,"","Birmingham International",""
"4079",2012,"","Birmingham International Railway Station",""
"4080",2012,"","Blackberry Lan.",""
"4081",2012,"","Bowers Close",""
"4082",2012,"","Britannia Hotel",""
"4083",2012,"","Broad Pk. Rd.",""
"4084",2012,"","Broadgate",""
"4085",2012,"","Calcott House Chace Ave. Coventry",""
"4086",2012,"","Car Pk. Arena Pk.",""
"4087",2012,"","Carmelite Rd.",""
"4088",2012,"","Chace Ave. Police Staion Front Office",""
"4089",2012,"","Clay Lan.",""
"4090",2012,"","Concourse Sky Dome",""
"4091",2012,"","Corporation Str.",""
"4092",2012,"","Corporation Str.",""
"4093",2012,"","Corporation Str.",""
"4094",2012,"","Corporation Str.",""
"4095",2012,"","Coundon Wedge Dr. Coventry",""
"4096",2012,"","Coventry Central Police Station",""
"4097",2012,"","Coventry Central Police Station",""
"4098",2012,"","Coventry Oak PH",""
"4099",2012,"","Cox St Coventry",""
"4100",2012,"","Croft Rd.",""
"4101",2012,"","Croft Rd.",""
"4102",2012,"","Croft Rd. Coventry",""
"4103",2012,"","Cross Cheaping",""
"4104",2012,"","CVFO",""
"4105",2012,"","CVFO",""
"4106",2012,"","CVFO",""
"4107",2012,"","CVFO",""
"4108",2012,"","Denham Ave.",""
"4109",2012,"","Earlsdon Str.",""
"4110",2012,"","Elliman Gardens",""
"4111",2012,"","Ellys Rd. Radford",""
"4112",2012,"","Far Gosford Str.",""
"4113",2012,"","Far Gosford Str.",""
"4114",2012,"","Flying Standard",""
"4115",2012,"","Flying Standard Trinity Str. Coventry",""
"4116",2012,"","Foleshill Rd",""
"4117",2012,"","Foleshill Rd.",""
"4118",2012,"","Foleshill Rd.",""
"4119",2012,"","Foleshill Rd. Coventry",""
"4120",2012,"","Front Office",""
"4121",2012,"","Front Office",""
"4122",2012,"","Front Office Car Pk. Little Pk. St Coventry",""
"4123",2012,"","Front Office Little Pk. St Coventry",""
"4124",2012,"","Gosford Str.",""
"4125",2012,"","Gosford Str.",""
"4126",2012,"","Gosford Str. Coventry",""
"4127",2012,"","Grangemouth Rd.",""
"4128",2012,"","Hale Str.",""
"4129",2012,"","HALE STREET",""
"4130",2012,"","Hales Str.",""
"4131",2012,"","Hales Str.",""
"4132",2012,"","Hampton Rd. Coventry",""
"4133",2012,"","Harnall Lan. West Coventry",""
"4134",2012,"","Harnell Lan. East",""
"4135",2012,"","Harnell Lan. East",""
"4136",2012,"","Harper Rd. Coventry",""
"4137",2012,"","Harper Rd. Coventry",""
"4138",2012,"","Heath Rd.",""
"4139",2012,"","Hersal Common",""
"4140",2012,"","Hertford Str.",""
"4141",2012,"","Hollybush PH",""
"4142",2012,"","Hollybush PH",""
"4143",2012,"","Holyhead Rd. Coventry",""
"4144",2012,"","Homer Rd.",""
"4145",2012,"","Jardine Crescent",""
"4146",2012,"","Jordan Well",""
"4147",2012,"","Jtn Coventry Ring Rd.",""
"4148",2012,"","Jubilee Crescent",""
"4149",2012,"","Kasbah",""
"4150",2012,"","Kasbah Night Club Coventry",""
"4151",2012,"","Kenilworth Rd Coventry",""
"4152",2012,"","King William Str. Coventry",""
"4153",2012,"","Little Pk. St",""
"4154",2012,"","Little Pk. St Coventry",""
"4155",2012,"","Little Pk. Str.",""
"4156",2012,"","Little Pk. Str.",""
"4157",2012,"","Little Pk. Str.",""
"4158",2012,"","Little Pk. Str.",""
"4159",2012,"","Little Pk. Str. City Centre",""
"4160",2012,"","Longford",""
"4161",2012,"","Longford Rd.",""
"4162",2012,"","Lower Ford Str.",""
"4163",2012,"","Lower Ford Str.",""
"4164",2012,"","Lower Holyhead Rd. Coventry",""
"4165",2012,"","Lyndale Rd.",""
"4166",2012,"","Ma Front Office",""
"4167",2012,"","MAFO",""
"4168",2012,"","MAFO",""
"4169",2012,"","Market Way Coventry",""
"4170",2012,"","Marlcroft",""
"4171",2012,"","Masser Rd.",""
"4172",2012,"","Masser Rd.",""
"4173",2012,"","Masser Rd.",""
"4174",2012,"","Masser Rd.",""
"4175",2012,"","Masser Rd.",""
"4176",2012,"","MB Front Office",""
"4177",2012,"","MCFO",""
"4178",2012,"","Meadow St",""
"4179",2012,"","Middlemarch Rd.",""
"4180",2012,"","Middlemarch Rd. Radford Coventry",""
"4181",2012,"","Mile Lan.",""
"4182",2012,"","Mile Lan.",""
"4183",2012,"","Millennium Place",""
"4184",2012,"","Moore Str.",""
"4185",2012,"","Murray Rd.",""
"4186",2012,"","New Union Str.",""
"4187",2012,"","New Union Str.",""
"4188",2012,"","New Union Str.",""
"4189",2012,"","Outside CVFO",""
"4190",2012,"","Oxford Str. Coventry",""
"4191",2012,"","Penny Pk. Lan.",""
"4192",2012,"","Pensilva Close Hillfields",""
"4193",2012,"","Pool Meadow Bus Station",""
"4194",2012,"","Pool Meadow Bus Station",""
"4195",2012,"","Pool Meadow Bus Station",""
"4196",2012,"","Pool Meadow Bus Station Coventry",""
"4197",2012,"","Pool Meadow Bus Station",""
"4198",2012,"","Pool Meadow Police Station Coventry",""
"4199",2012,"","Primrose Hill St Coventry",""
"4200",2012,"","Primrose Hill Str.",""
"4201",2012,"","Primrose Hill Str.",""
"4202",2012,"","Primrose Hill Str.",""
"4203",2012,"","Priory Hall",""
"4204",2012,"","Quarry Wood Grove",""
"4205",2012,"","Quinton Rd.",""
"4206",2012,"","Raglan Str.",""
"4207",2012,"","Ramada Hotel",""
"4208",2012,"","Rear Of Clique Hale Str.",""
"4209",2012,"","Rear Yard Coventry Central Police Station",""
"4210",2012,"","Ricoh Arena",""
"4211",2012,"","Ricoh Arena",""
"4212",2012,"","Riley Square",""
"4213",2012,"","Ringway Queens",""
"4214",2012,"","Roseberry Ave. Coventry",""
"4215",2012,"","Samuel Vale House St Nicholas Str.",""
"4216",2012,"","Samuel Vale House St Nicholas Str.",""
"4217",2012,"","Sewall Highway",""
"4218",2012,"","Sewell Highway",""
"4219",2012,"","Sky Dome",""
"4220",2012,"","Sky Dome",""
"4221",2012,"","Sky Dome",""
"4222",2012,"","Sky Dome",""
"4223",2012,"","Sky Dome",""
"4224",2012,"","Sky Dome",""
"4225",2012,"","Sky Dome Coventry",""
"4226",2012,"","Skydome",""
"4227",2012,"","Skydome",""
"4228",2012,"","Skydome",""
"4229",2012,"","Skydome Carpark",""
"4230",2012,"","Skydome Carpark",""
"4231",2012,"","Skydome Carpark",""
"4232",2012,"","Skydome Complex",""
"4233",2012,"","Skydome Complex",""
"4234",2012,"","Skydome Complex",""
"4235",2012,"","Skydome Complex",""
"4236",2012,"","Skydome Concourse",""
"4237",2012,"","Skydome Concourse",""
"4238",2012,"","Skydome Concourse",""
"4239",2012,"","Skydome Concourse",""
"4240",2012,"","Skydome Concourse",""
"4241",2012,"","Skydome Concourse",""
"4242",2012,"","Skydome Concourse",""
"4243",2012,"","Skydome Concourse Coventry",""
"4244",2012,"","Skydome Concourse Coventry",""
"4245",2012,"","Skydome Concourse Coventry City Centre",""
"4246",2012,"","Skydome Concourse Coventry",""
"4247",2012,"","Skydome Concourse",""
"4248",2012,"","Skydome Coventry",""
"4249",2012,"","Somerset Rd.",""
"4250",2012,"","Spon St Coventry",""
"4251",2012,"","Spon Str.",""
"4252",2012,"","Spon Str.",""
"4253",2012,"","Spon Str.",""
"4254",2012,"","Spon Str.",""
"4255",2012,"","Spon Str.",""
"4256",2012,"","Spon Str. Coventry",""
"4257",2012,"","Spon Str. Coventry",""
"4258",2012,"","Spon Str. Coventry",""
"4259",2012,"","Spon Str. Coventry",""
"4260",2012,"","St Patricks Rd.",""
"4261",2012,"","St Thomas Rd. Longford Coventry",""
"4262",2012,"","Station Square Coventry",""
"4263",2012,"","Station Square Coventry",""
"4264",2012,"","Station Square Coventry",""
"4265",2012,"","Stoney Stanton Rd",""
"4266",2012,"","Stoney Stanton Rd.",""
"4267",2012,"","Stoney Stanton Rd.",""
"4268",2012,"","Stoney Stanton Rd.",""
"4269",2012,"","Stoney Stanton Rd.",""
"4270",2012,"","Stoney Stanton Rd.",""
"4271",2012,"","Tamworth Rd.",""
"4272",2012,"","Tanyard Close Tanyard Farm Coventry",""
"4273",2012,"","Tarquin Close",""
"4274",2012,"","Taxi Rank Train Station Coventry",""
"4275",2012,"","The Burges",""
"4276",2012,"","The Burgess",""
"4277",2012,"","The Burgess",""
"4278",2012,"","The Butts",""
"4279",2012,"","The Castle Pub Little Pk. St Coventry",""
"4280",2012,"","The Chesils",""
"4281",2012,"","The Flying Standard Public House",""
"4282",2012,"","The Grapes Ph O S",""
"4283",2012,"","Trafalgar House",""
"4284",2012,"","Trinity St",""
"4285",2012,"","Trinity Str.",""
"4286",2012,"","Trinity Str.",""
"4287",2012,"","Trinity Str.",""
"4288",2012,"","UHCW",""
"4289",2012,"","University Hosp.",""
"4290",2012,"","University Hosp. Coventry",""
"4291",2012,"","Unniversity Hosp. Coventry",""
"4292",2012,"","Upper Spon Str.",""
"4293",2012,"","Victoria Str.",""
"4294",2012,"","Wallace Rd",""
"4295",2012,"","Walsgrave Hosp.",""
"4296",2012,"","Walsgrave Rd",""
"4297",2012,"","Walsgrave Rd.",""
"4298",2012,"","Warwick Rd",""
"4299",2012,"","Warwick Row Coventry",""
"4300",2012,"","West Ave.",""
"4301",2012,"","WILLENHALL LaNE",""
"4302",2012,"","WILLENHALL LaNE",""
"4303",2012,"","Windsor St",""
"4304",2012,"","Windsor St",""
"4305",2012,"","Winsor Str.",""
"4306",2012,"","Woodway Lan. Coventry",""
"4307",2012,"","Wyken Croft",""
"4308",2012,"","Yardley Str.",""
"4309",2012,"Dudley","Hagley Rd. Halesowen",""
"4310",2012,"","Bachelor Close",""
"4311",2012,"","Bearwood Rd. Bearwood",""
"4312",2012,"","Bell St Stourbridge",""
"4313",2012,"","Bhan Rd.",""
"4314",2012,"","BHPS Front Office",""
"4315",2012,"","Birmingham New Rd.",""
"4316",2012,"","Birmingham Str. Stourbridge",""
"4317",2012,"","Birmingham Str. Stourbridge",""
"4318",2012,"","Bridfgnorth Rd. Stourbridge",""
"4319",2012,"","Brierley Hill High Str.",""
"4320",2012,"","Bus Station Dudley",""
"4321",2012,"","Bus Station Merry Hill Centre",""
"4322",2012,"","Castle Hill Dudley",""
"4323",2012,"","Castle Hill Dudley",""
"4324",2012,"","Charles Ave",""
"4325",2012,"","Church St B Hill",""
"4326",2012,"","Church St Stourbridge",""
"4327",2012,"","Cinder Bank Dudley",""
"4328",2012,"","Clifton PH Sedgley",""
"4329",2012,"","Clydesdale Tower",""
"4330",2012,"","Cobden Str.",""
"4331",2012,"","Corbett Crescent Stourbridge",""
"4332",2012,"","Coventry Str.",""
"4333",2012,"","Delph Rd B Hill",""
"4334",2012,"","Dingle Rd. Dudley",""
"4335",2012,"","Dudley Bus Station",""
"4336",2012,"","Dudley High Str.",""
"4337",2012,"","Dudley Police Station",""
"4338",2012,"","Envill Str. Stourbridge",""
"4339",2012,"","Enville Str. Stourbridge",""
"4340",2012,"","Front Office Brierley Hill Police Station",""
"4341",2012,"","Gaimage Str.",""
"4342",2012,"","Hagley Rd.",""
"4343",2012,"","Hagley Rd. Stourbridge",""
"4344",2012,"","Halesowen Bus Station",""
"4345",2012,"","Halesowen Bus Station",""
"4346",2012,"","Halesowen Police Station",""
"4347",2012,"","Hall Str. Dudley",""
"4348",2012,"","Harvester Hagley Rd.",""
"4349",2012,"","High Str. Brierley Hill",""
"4350",2012,"","High St Bhill",""
"4351",2012,"","High St Dudley",""
"4352",2012,"","High St Stourbridge",""
"4353",2012,"","High St Stourbridge",""
"4354",2012,"","High St B Hill",""
"4355",2012,"","High St Lye",""
"4356",2012,"","High St Stourbridge",""
"4357",2012,"","High St Stourbridge",""
"4358",2012,"","High St Stourbridge",""
"4359",2012,"","High St Stourbridge",""
"4360",2012,"","High St Stourbridge",""
"4361",2012,"","High St Stourbridge",""
"4362",2012,"","High St Stourbridge",""
"4363",2012,"","High St Stourbridge",""
"4364",2012,"","High Str.",""
"4365",2012,"","High Str.",""
"4366",2012,"","High Str.",""
"4367",2012,"","High Str.",""
"4368",2012,"","High Str.",""
"4369",2012,"","HIgh Str. Stourbridge",""
"4370",2012,"","High Str. Stourbridge",""
"4371",2012,"","High Str. Stourbridge",""
"4372",2012,"","High Str. Brierley Hill",""
"4373",2012,"","High Str. Brierley Hill",""
"4374",2012,"","High Str. Brierley Hill",""
"4375",2012,"","High Str. Stourbridge",""
"4376",2012,"","High Str. Stourbridge",""
"4377",2012,"","High Str. Stourbridge",""
"4378",2012,"","High Str. Stourbridge",""
"4379",2012,"","High Str. Stourbridge",""
"4380",2012,"","High Str. Dudley",""
"4381",2012,"","High Str. Lye",""
"4382",2012,"","High Str. Lye",""
"4383",2012,"","High Str. Stourbridge",""
"4384",2012,"","High Str. Stourbridge",""
"4385",2012,"","High Str. Stourbridge",""
"4386",2012,"","High Str. Stourbridge",""
"4387",2012,"","Highland Rd. Dudley",""
"4388",2012,"","Hill Str. Brierley Hill",""
"4389",2012,"","Hillside Rd",""
"4390",2012,"","Home Address",""
"4391",2012,"","Level Str. Brierley Hill",""
"4392",2012,"","Lye High Str.",""
"4393",2012,"","Malvern Crescent",""
"4394",2012,"","Market St Kford",""
"4395",2012,"","Merry Hill",""
"4396",2012,"","New St",""
"4397",2012,"","New St Dudley",""
"4398",2012,"","New St Dudley",""
"4399",2012,"","New Str. Dudley",""
"4400",2012,"","North Str. Dudley",""
"4401",2012,"","Norton Rd.",""
"4402",2012,"","Oakfield Rd. Wollescote",""
"4403",2012,"","OS BHPS",""
"4404",2012,"","Overend Rd",""
"4405",2012,"","Pk. Rd. Netherton",""
"4406",2012,"","Pedmore Rd. Lye",""
"4407",2012,"","Quarry Bank High Str.",""
"4408",2012,"","Queens Way Halesowen",""
"4409",2012,"","Springfield Rd Blackheath",""
"4410",2012,"","St Michaels Str. West Bromwich",""
"4411",2012,"","Stourbridge High ST",""
"4412",2012,"","Stourbridge High Str.",""
"4413",2012,"","Stourbridge High Str.",""
"4414",2012,"","Stourbridge High Str.",""
"4415",2012,"","Stourbridge High Str.",""
"4416",2012,"","Stourbridge High Str.",""
"4417",2012,"","Stourbridge Town Centre",""
"4418",2012,"","Sunderland Dr. Amblecote",""
"4419",2012,"","Sunderland Dr. Amblecote",""
"4420",2012,"","Sunderland Dr. Amblecote",""
"4421",2012,"","Sunderland Dr. Amblecote",""
"4422",2012,"","The Forge Cradley Heath",""
"4423",2012,"","Tower St Dudley",""
"4424",2012,"","Tower Str. Dudley",""
"4425",2012,"","Trident Centre Dudley",""
"4426",2012,"","Wolverhampton Str. Dudley",""
"4427",2012,"","Worcester St Stourbridge",""
"4428",2012,"","Worcester St Stourbridge",""
"4429",2012,"","Worcester St Stourbridge",""
"4430",2012,"","Worcester St Stourbridge",""
"4431",2012,"","Worcester St Stourbridge",""
"4432",2012,"Solihull","Anchor Lan.",""
"4433",2012,"","Apres Solihull Town Centre",""
"4434",2012,"","Aspen Dr CWTC",""
"4435",2012,"","Bham International",""
"4436",2012,"","Bham International",""
"4437",2012,"","BHX",""
"4438",2012,"","BHX",""
"4439",2012,"","Bhx",""
"4440",2012,"","BHX Terminal",""
"4441",2012,"","Birch Croft",""
"4442",2012,"","Birmingham Airport",""
"4443",2012,"","Birmingham International Airport",""
"4444",2012,"","Blossomfield Rd. Solihull",""
"4445",2012,"","Boldmere Gate",""
"4446",2012,"","Bosworth Dr.",""
"4447",2012,"","Bp Warwick Rd Olton",""
"4448",2012,"","Bradford Rd. Castle Brom",""
"4449",2012,"","Burges",""
"4450",2012,"","Burges",""
"4451",2012,"","Campden Gr.",""
"4452",2012,"","Chapelhouse Rd",""
"4453",2012,"","Chester Rd",""
"4454",2012,"","Chester Rd",""
"4455",2012,"","Chester Rd",""
"4456",2012,"","Chester Rd. Castlebromwich",""
"4457",2012,"","Chester Rd. Kingshurst",""
"4458",2012,"","Churchill Rd. Solihull",""
"4459",2012,"","Clopton Crescent",""
"4460",2012,"","Clopton Crescent",""
"4461",2012,"","Cooks Lan. Chelmsley Wood",""
"4462",2012,"","Drury Lan.",""
"4463",2012,"","Drury Lan. Solihull",""
"4464",2012,"","Farthings PH Gr. Lan.",""
"4465",2012,"","Forth Dr. Chelmsley Wood",""
"4466",2012,"","Glebe Rd. Solihull",""
"4467",2012,"","Gr. Lan. Shirley",""
"4468",2012,"","Greville Pub Solihull Birmingham",""
"4469",2012,"","Harvester Pub Solihull",""
"4470",2012,"","Heaton Rd Solihull",""
"4471",2012,"","Helmsford Dr.",""
"4472",2012,"","Helmswood Dr.",""
"4473",2012,"","High St Knowle",""
"4474",2012,"","High St Solihull",""
"4475",2012,"","High St Solihull",""
"4476",2012,"","High St Solihull",""
"4477",2012,"","High St Solihull",""
"4478",2012,"","High St Solihull",""
"4479",2012,"","High St Solihull",""
"4480",2012,"","High St Solihull",""
"4481",2012,"","High Str.",""
"4482",2012,"","High Str.",""
"4483",2012,"","High Str.",""
"4484",2012,"","High Str.",""
"4485",2012,"","High Str.",""
"4486",2012,"","High Str. OS Hogs Head",""
"4487",2012,"","High Str. Solihull",""
"4488",2012,"","High Str. Solihull",""
"4489",2012,"","High Str. Solihull",""
"4490",2012,"","High Str. Solihull",""
"4491",2012,"","High Str. Solihull",""
"4492",2012,"","Homer Rd.",""
"4493",2012,"","Homer Rd.",""
"4494",2012,"","Homer Rd. Solihull",""
"4495",2012,"","Hurst Lan. North J W Gr. Lan.",""
"4496",2012,"","Kilcote Rd. Shirley",""
"4497",2012,"","Knowle Pk.",""
"4498",2012,"","Lode Lan. Solihull Birmingham",""
"4499",2012,"","London Rd.",""
"4500",2012,"","M",""
"4501",2012,"","Mc Donalds High St Solihull",""
"4502",2012,"","Mell Square",""
"4503",2012,"","Mortons Dickens Heath Solihull",""
"4504",2012,"","NEC",""
"4505",2012,"","O S Bangor House Forth Dr. Chelmsley Wood",""
"4506",2012,"","O S Hoggs Head PH Poplar Rd. Solihull",""
"4507",2012,"","O S Hoggs Head Poplar Way Solihull",""
"4508",2012,"","O S Kings High St Solihull",""
"4509",2012,"","O S Kings Solihull",""
"4510",2012,"","O S LANGLEY HALL SOCIAL CLUB LANGLEY HALL RD OLTON",""
"4511",2012,"","O S TOuchwood Centre Poplar Rd. Solihull",""
"4512",2012,"","Olton Railway Station",""
"4513",2012,"","Olton Tavern",""
"4514",2012,"","OS Assembly Rooms Poplar Rd. Solihull",""
"4515",2012,"","OS Masons PH High Str. Solihull",""
"4516",2012,"","OS Solihull Hosp.",""
"4517",2012,"","OS Solihull Hosp.",""
"4518",2012,"","OS Solihull Hosp.",""
"4519",2012,"","Outside The Waterside Bar",""
"4520",2012,"","Pine Square Chelsmley Wood",""
"4521",2012,"","Plume Of Feathers Public House Stratford Rd. Shirley",""
"4522",2012,"","Poplar Ave. Solihull",""
"4523",2012,"","Poplar Rd",""
"4524",2012,"","Poplar Rd Solihull",""
"4525",2012,"","Poplar Rd Solihull Town Cebtre",""
"4526",2012,"","Poplar Rd Solihull Town Centre",""
"4527",2012,"","Poplar Rd Town Centre Solihull",""
"4528",2012,"","Poplar Rd Solihull",""
"4529",2012,"","Poplar Rd.",""
"4530",2012,"","Poplar Rd.",""
"4531",2012,"","Poplar Rd.",""
"4532",2012,"","Poplar Rd.",""
"4533",2012,"","Poplar Rd.",""
"4534",2012,"","Poplar Rd.",""
"4535",2012,"","Poplar Rd. Solihull",""
"4536",2012,"","Poplar Rd. Solihull",""
"4537",2012,"","Poplar Rd. Solihull",""
"4538",2012,"","Poplar Rd. Solihull",""
"4539",2012,"","Poplar Rd. Solihull",""
"4540",2012,"","Poplar Rd. Solihull",""
"4541",2012,"","Poplar Rd. Solihull",""
"4542",2012,"","Poplar Way",""
"4543",2012,"","Ppoplar Rd.",""
"4544",2012,"","Premier Inn Stratford Rd.",""
"4545",2012,"","Radlow Crescent Marston Gr.",""
"4546",2012,"","Ramada Hotel",""
"4547",2012,"","Rover Dr.",""
"4548",2012,"","Rover Dr.",""
"4549",2012,"","Saddlers Arms",""
"4550",2012,"","Shirral Grove",""
"4551",2012,"","Solihull High Str.",""
"4552",2012,"","Solihull High Str.",""
"4553",2012,"","Solihull Town Centre",""
"4554",2012,"","Solihull Town Centre",""
"4555",2012,"","Solihull Town Centre",""
"4556",2012,"","Solihull Town Centre",""
"4557",2012,"","Station Rd Solihull",""
"4558",2012,"","Station Rd.",""
"4559",2012,"","Station Rd.",""
"4560",2012,"","Station Rd. Solihull",""
"4561",2012,"","Station Rd. Solihull",""
"4562",2012,"","Stratford Rd.",""
"4563",2012,"","Stratford Rd. Shirley",""
"4564",2012,"","The Bear At Berkswell",""
"4565",2012,"","The Cresent Solihull",""
"4566",2012,"","The Radleys",""
"4567",2012,"","Three Horseshoes Sheldon",""
"4568",2012,"","Touchwood Centre",""
"4569",2012,"","Warwick Rd.",""
"4570",2012,"","Warwick Rd. Olton",""
"4571",2012,"","Warwick Rd. Solihull",""
"4572",2012,"","Widney Lan. Blossomfield Tennis Club",""
"4573",2012,"Sandwell","Abraham Darby Public House",""
"4574",2012,"","All Saints Way West Bromwich",""
"4575",2012,"","Arcadian Birmingham",""
"4576",2012,"","Arcadian Birmingham",""
"4577",2012,"","Asda Great Bridge",""
"4578",2012,"","Bearwood High Str.",""
"4579",2012,"","Bearwood High Str.",""
"4580",2012,"","Bearwood High Str.",""
"4581",2012,"","Bearwood Rd",""
"4582",2012,"","Bearwood Rd.",""
"4583",2012,"","Bearwood Rd.",""
"4584",2012,"","Bet Fred Duchess Pk. West Bromwich",""
"4585",2012,"","BetFred West Bromwich",""
"4586",2012,"","Bham Str. Stourbridge",""
"4587",2012,"","Birch Rd. Oldbury",""
"4588",2012,"","Blackheath Housing Office",""
"4589",2012,"","Bourne Ave. Tipton",""
"4590",2012,"","Bridge St",""
"4591",2012,"","Bridgnorth Rd",""
"4592",2012,"","Brook ST",""
"4593",2012,"","Burntree",""
"4594",2012,"","Cape Hill",""
"4595",2012,"","Carters Gr. West Bromwich",""
"4596",2012,"","Carters Gr. West Bromwich",""
"4597",2012,"","Carters Gr. West Bromwich",""
"4598",2012,"","Causeway Rowley",""
"4599",2012,"","Chapel Str. Oldbury",""
"4600",2012,"","Chip Shop Great Bridge Tipton",""
"4601",2012,"","Church Str. Old Hill",""
"4602",2012,"","Church Str. Oldbury",""
"4603",2012,"","Church Str. Oldbury",""
"4604",2012,"","Clairmint Rd. Smethwick",""
"4605",2012,"","Claremont Rd. Smethwick",""
"4606",2012,"","Clifford Rd.",""
"4607",2012,"","Collins Str. West Bromwich",""
"4608",2012,"","Collins Str. West Bromwich",""
"4609",2012,"","Cumberland Rd. Wednesbury",""
"4610",2012,"","Delville Terrace",""
"4611",2012,"","Desi Marsla West Bromwich",""
"4612",2012,"","Dilshad Restaurant Oldbury Rd. Blackheath",""
"4613",2012,"","Dudley Rd.",""
"4614",2012,"","Dudley Rd. East",""
"4615",2012,"","Dudley Rd. East Tividale",""
"4616",2012,"","Edward Str. West Bromwich",""
"4617",2012,"","Elm Tree Way Cradley Heath",""
"4618",2012,"","Forge Lan.",""
"4619",2012,"","Front Office Smethwick",""
"4620",2012,"","Grange Rd. Cradley",""
"4621",2012,"","Gregory Ave. Weoley Castle",""
"4622",2012,"","H A",""
"4623",2012,"","Habberly Rd.",""
"4624",2012,"","Hagley Rd. West",""
"4625",2012,"","Haig Str.",""
"4626",2012,"","Halesowen Rd. Cradley",""
"4627",2012,"","HANNOVER ROAD",""
"4628",2012,"","Hanover Rd. Rowley Regis",""
"4629",2012,"","Harborne Stores Harborne",""
"4630",2012,"","Harborne Stores Harborne",""
"4631",2012,"","Hargate Arms Public House",""
"4632",2012,"","Hasbury PH Halesowen",""
"4633",2012,"","Hasbury PH Halesowen",""
"4634",2012,"","Hasbury PH Halesowen",""
"4635",2012,"","HENDERSON WAY",""
"4636",2012,"","HERMIT STREET",""
"4637",2012,"","High St Smethwick",""
"4638",2012,"","High St WB",""
"4639",2012,"","HIGH ST WEST BROM",""
"4640",2012,"","High St West Bromwich",""
"4641",2012,"","High Str. Smethwick",""
"4642",2012,"","High Str. Wednesbury",""
"4643",2012,"","High Str. West Bromwich",""
"4644",2012,"","High Str. Wollaston",""
"4645",2012,"","High Str. Smethwick",""
"4646",2012,"","High Str. Smethwick",""
"4647",2012,"","High Str. Wednesbury",""
"4648",2012,"","High Str. West Bromwich",""
"4649",2012,"","High Str. West Bromwich",""
"4650",2012,"","High Str. West Bromwich",""
"4651",2012,"","High Str. West Bromwich",""
"4652",2012,"","High Str. West Bromwich",""
"4653",2012,"","High Streetm West Brom",""
"4654",2012,"","Hill Top West Bromwich",""
"4655",2012,"","Holiday Inn Oldbury",""
"4656",2012,"","Holiday Inn Oldbury",""
"4657",2012,"","Holly Lan.",""
"4658",2012,"","Horseley Heath",""
"4659",2012,"","Horsley Heath Rd.",""
"4660",2012,"","Johnson Rd.",""
"4661",2012,"","King Str. Dudley",""
"4662",2012,"","Knights Quest Blackheath",""
"4663",2012,"","Lakeside PH Car Pk.",""
"4664",2012,"","Littleton Str. West Bromwich",""
"4665",2012,"","Londonderry Lan.",""
"4666",2012,"","Londonderry Rd",""
"4667",2012,"","Long Lan.",""
"4668",2012,"","Mallen St Oldbury",""
"4669",2012,"","Market Place Dudley",""
"4670",2012,"","Mcdonalds Great Bridge",""
"4671",2012,"","Mill Hill Smethwick",""
"4672",2012,"","MILLFIELDS ROAD",""
