"","Year","Area","Street","Street.2"
"1278",2011,"","Rookery Rd. Handsworth",""
"1279",2011,"","Rottersley Str. Birmingham",""
"1280",2011,"","Rotunda Island City CEntre",""
"1281",2011,"","Sainsburys Colmore Row",""
"1282",2011,"","Sandringham Rd.",""
"1283",2011,"","Sandwell Hosp.",""
"1284",2011,"","Sence In The Arcadian",""
"1285",2011,"","Sense Nightclub Arcadia Birmingham",""
"1286",2011,"","Shadwell Str.",""
"1287",2011,"","Shakespeare Bar New Str. Station",""
"1288",2011,"","Shakespeare PH New St Station",""
"1289",2011,"","Sheepcote Str. Birmingham",""
"1290",2011,"","Sioho Rd. Handsworth",""
"1291",2011,"","Slade Rd. Erdington",""
"1292",2011,"","Small Brook Queensway",""
"1293",2011,"","Smallbrook Queensway",""
"1294",2011,"","Smallbrook Queensway",""
"1295",2011,"","Smallbrook Queensway",""
"1296",2011,"","Smallbrook Queensway City Centre Birmingham",""
"1297",2011,"","Smallbrook Queensway City Centre",""
"1298",2011,"","Smethwick End",""
"1299",2011,"","Soho Hill",""
"1300",2011,"","Soho Hill Handsworth Birmingham",""
"1301",2011,"","Soho Rd.",""
"1302",2011,"","Soho Rd.",""
"1303",2011,"","Soho Rd.",""
"1304",2011,"","Soho Rd.",""
"1305",2011,"","Sommerfield Pk. Winson Gr.",""
"1306",2011,"","Square Peg PH",""
"1307",2011,"","Square Peg Corporation Str.",""
"1308",2011,"","Star City Aston",""
"1309",2011,"","Star City Birmingham",""
"1310",2011,"","Star City Nechells",""
"1311",2011,"","Station Rd. City Centre",""
"1312",2011,"","Steelhouse Lan.",""
"1313",2011,"","Steelhouse Lan.",""
"1314",2011,"","Steelhouse Lan.",""
"1315",2011,"","Steelhouse Lan.",""
"1316",2011,"","Steelhouse Lan.",""
"1317",2011,"","Steelhouse Lan.",""
"1318",2011,"","Steelhouse Lan.",""
"1319",2011,"","Steelhouse Lan.",""
"1320",2011,"","Steelhouse Lan. Police Station",""
"1321",2011,"","Steelhouse Lan. Birmingham",""
"1322",2011,"","Steelhouse Lan. City Centre Birmingham",""
"1323",2011,"","Stephenson St",""
"1324",2011,"","Stephenson Str.",""
"1325",2011,"","Stephenson Str. Birmingham City",""
"1326",2011,"","Stephenson Str. City Centre",""
"1327",2011,"","Stephensons Str.",""
"1328",2011,"","Suffolk St Queensway",""
"1329",2011,"","Sugar Suite Broad Str.",""
"1330",2011,"","Summer Lan.",""
"1331",2011,"","Summer Row",""
"1332",2011,"","Temple Row",""
"1333",2011,"","Temple Row",""
"1334",2011,"","Tennant St",""
"1335",2011,"","Terrace Rd. Handsworth",""
"1336",2011,"","Tesco Aston Lan.",""
"1337",2011,"","Tesco SpringHill",""
"1338",2011,"","The Parade Sutton Coldfield",""
"1339",2011,"","The Parade Sutton Coldfield",""
"1340",2011,"","The Ramp Corporation St Birmingham",""
"1341",2011,"","The Ramp",""
"1342",2011,"","Thornhill Rd. Birmingham",""
"1343",2011,"","Thornhill Rd. Handsworth",""
"1344",2011,"","Thorpe St At Hurst St",""
"1345",2011,"","Thorpe Str.",""
"1346",2011,"","Trocadero Public House O S",""
"1347",2011,"","Turners Pallets Hayhole Rd.",""
"1348",2011,"","Upper Dean Str.",""
"1349",2011,"","Upper Dean Str. Birmingham",""
"1350",2011,"","Upper Dean Str. Birmingham City Centre",""
"1351",2011,"","Upper Dean Str. City Centre",""
"1352",2011,"","Upper Parade Sutton Coldfield",""
"1353",2011,"","Upper Parade Sutton Coldfield",""
"1354",2011,"","Victoria Square Bham",""
"1355",2011,"","Victoria Square City Centre",""
"1356",2011,"","Waiverley Pk. Handsworth",""
"1357",2011,"","Walkabout Bar Broad St",""
"1358",2011,"","Walkabout PH Broad St Birmingham",""
"1359",2011,"","Walkabout PH Broad Str. Birmingham",""
"1360",2011,"","Walkabout Broad Str.",""
"1361",2011,"","Walsall Rd. Great Barr",""
"1362",2011,"","Walsall Rd. Perry Barr",""
"1363",2011,"","Warf Rd. Kings Norton",""
"1364",2011,"","Warwards Lan.",""
"1365",2011,"","Washington Dr. Handsworth Wood",""
"1366",2011,"","Washington Str.",""
"1367",2011,"","Waterloo Rd. Smethwick",""
"1368",2011,"","Waverhill Pk. Handsworth",""
"1369",2011,"","Waverhill Rd. Handsworth",""
"1370",2011,"","Way Entrance Villa Ground",""
"1371",2011,"","Wellington Rd.",""
"1372",2011,"","Witton Arms",""
"1373",2011,"","Witton Rd.",""
"1374",2011,"","Witton Rd.",""
"1375",2011,"","Witton Rd. Aston",""
"1376",2011,"","Wrottesley Str.",""
"1377",2011,"Coventry","Primrose Hill Coventry",""
"1378",2011,"","Albany Rd.",""
"1379",2011,"","Aldbourne Rd.",""
"1380",2011,"","Aldermans Gr. Rd.",""
"1381",2011,"","Allesley Old Rd.",""
"1382",2011,"","Almond Tree Ave.",""
"1383",2011,"","Arbury Ave Coventry",""
"1384",2011,"","Arena Carpark A",""
"1385",2011,"","Argyle St Coventry",""
"1386",2011,"","Armstrong Ave. Stoke",""
"1387",2011,"","Ashorne Close",""
"1388",2011,"","Attoxhall Rd",""
"1389",2011,"","Averley Rd. Daimler Gr.",""
"1390",2011,"","Awson Str.",""
"1391",2011,"","Bandals Surgery Foleshill Rd.",""
"1392",2011,"","Bell Gr. Rd Junction A",""
"1393",2011,"","Bell Gr. Rd. Coventry",""
"1394",2011,"","Bell Gr. Rd. Coventry",""
"1395",2011,"","Binley Rd.",""
"1396",2011,"","Binley Rd.",""
"1397",2011,"","Binley Rd.",""
"1398",2011,"","Binley Rd.",""
"1399",2011,"","Bishop Str.",""
"1400",2011,"","Blackhorse Lan.",""
"1401",2011,"","Blythe Rd.",""
"1402",2011,"","BP Garage Ansty Rd.",""
"1403",2011,"","Bramble St Coventry",""
"1404",2011,"","Braod Pk. Rd. Coventry",""
"1405",2011,"","Bredon Ave Coventry",""
"1406",2011,"","Broadgate",""
"1407",2011,"","Bull Yard",""
"1408",2011,"","Bushberry Ave.",""
"1409",2011,"","Butts Rd. Coventry",""
"1410",2011,"","Cashs Lan.",""
"1411",2011,"","Cauldon Rd.",""
"1412",2011,"","Charter Ave",""
"1413",2011,"","Charter Ave Coventry",""
"1414",2011,"","Chester Str.",""
"1415",2011,"","Chesterton Rd.",""
"1416",2011,"","Cheveral Ave Coventry",""
"1417",2011,"","Cliffbridge Rd.",""
"1418",2011,"","Clifton St Coventry",""
"1419",2011,"","Coc Str.",""
"1420",2011,"","Communal Landing At George Poole House Coventry",""
"1421",2011,"","Compton Rd.",""
"1422",2011,"","Concourse Near Mortimers",""
"1423",2011,"","Cook St",""
"1424",2011,"","Corporation St",""
"1425",2011,"","Corporation St Coventry",""
"1426",2011,"","Corporation Str.",""
"1427",2011,"","Coundon Rd.",""
"1428",2011,"","Coventry",""
"1429",2011,"","Coventry Central Cells",""
"1430",2011,"","Coventry Central Front Office",""
"1431",2011,"","Coventry Central Pol Stn",""
"1432",2011,"","Coventry Central Police Station",""
"1433",2011,"","Coventry Central Police Station",""
"1434",2011,"","Coventry Central PS",""
"1435",2011,"","Coventry Central PS",""
"1436",2011,"","Coventry Railwat Station",""
"1437",2011,"","Coventry Railway Station",""
"1438",2011,"","Coventry Train Station",""
"1439",2011,"","Cox Str.",""
"1440",2011,"","Cross Rd.",""
"1441",2011,"","Devonshire Arms",""
"1442",2011,"","Duckham Court",""
"1443",2011,"","Earlsdon High Str.",""
"1444",2011,"","Elms Pub Birmingham Rd.",""
"1445",2011,"","Fairfax Str.",""
"1446",2011,"","Far Gosford Str.",""
"1447",2011,"","Far Gosford Str.",""
"1448",2011,"","Farndale Ave",""
"1449",2011,"","Farndale Ave",""
"1450",2011,"","Foleshill Rd",""
"1451",2011,"","Foleshill Rd.",""
"1452",2011,"","Foleshill Rd.",""
"1453",2011,"","Foleshill Rd.",""
"1454",2011,"","Foleshill Rd. Coventry",""
"1455",2011,"","Four Pounds Ave Coventry",""
"1456",2011,"","FRiars Rd.",""
"1457",2011,"","Front Of Coventry Central Police Station",""
"1458",2011,"","Front Office",""
"1459",2011,"","Front Office",""
"1460",2011,"","Gala Bingo Pool Meadow",""
"1461",2011,"","Gosford Str.",""
"1462",2011,"","Gosford Str.",""
"1463",2011,"","Gosford Str.",""
"1464",2011,"","Greyfriars St Coventry",""
"1465",2011,"","Gulson Rd. Coventry",""
"1466",2011,"","Gulson Rd. Coventry",""
"1467",2011,"","Hale St",""
"1468",2011,"","Hales Str. Coventry",""
"1469",2011,"","Hartfrod Str.",""
"1470",2011,"","Hayle Str.",""
"1471",2011,"","Hayles Str.",""
"1472",2011,"","Hedgefield Way",""
"1473",2011,"","Herald Way Coventry",""
"1474",2011,"","High St Coventry",""
"1475",2011,"","High Str.",""
"1476",2011,"","High Str.",""
"1477",2011,"","Hill Str.",""
"1478",2011,"","Hipswell Highway",""
"1479",2011,"","Holmesdale Rd.",""
"1480",2011,"","Hurst Rd.",""
"1481",2011,"","Ibis Hotel",""
"1482",2011,"","Ikea Car Pk.",""
"1483",2011,"","Ikea Plaza",""
"1484",2011,"","Iron Monger Row",""
"1485",2011,"","Jardine Crescent",""
"1486",2011,"","Jardine Crescent",""
"1487",2011,"","Jasrdine Crescent",""
"1488",2011,"","JD Wetherspoon Earlsdon",""
"1489",2011,"","Jordan Well",""
"1490",2011,"","Jordan Well Coventry",""
"1491",2011,"","Jubilee Cresent",""
"1492",2011,"","Kirby Rd.",""
"1493",2011,"","Lady Lan.",""
"1494",2011,"","Lambeth Close",""
"1495",2011,"","Leader Close",""
"1496",2011,"","Lidice Place",""
"1497",2011,"","Lincoln Str. Coventry",""
"1498",2011,"","Littl Pk. Str.",""
"1499",2011,"","Little Pk. St Coventry",""
"1500",2011,"","Little Pk. St Coventry",""
"1501",2011,"","Little Pk. St Coventry",""
"1502",2011,"","Little Pk. Str.",""
"1503",2011,"","Little Pk. Str.",""
"1504",2011,"","Little Pk. Str.",""
"1505",2011,"","Little Pk. Str.",""
"1506",2011,"","Little Pk. Str.",""
"1507",2011,"","Little Pk. Str.",""
"1508",2011,"","Little Pk. Str.",""
"1509",2011,"","Little Pk. Str.",""
"1510",2011,"","Little Pk. Str.",""
"1511",2011,"","London Rd.",""
"1512",2011,"","London Rd.",""
"1513",2011,"","Longford Rd.",""
"1514",2011,"","Lower Ford St",""
"1515",2011,"","Lower Ford Str.",""
"1516",2011,"","Lower Holyhead D Jtn With Spon St",""
"1517",2011,"","Lower Holyhead Rd Coventry",""
"1518",2011,"","Lower Holyhead Rd. Coventry",""
"1519",2011,"","Lower Precinct Coventry",""
"1520",2011,"","MAFO",""
"1521",2011,"","Manor House Dr.",""
"1522",2011,"","Market Way",""
"1523",2011,"","Mary Slessor St",""
"1524",2011,"","Masser Rd.",""
"1525",2011,"","McDonalds Restaurant A Coventry",""
"1526",2011,"","Memorial Pk. Coventry",""
"1527",2011,"","Middle Ride",""
"1528",2011,"","Mile Lan.",""
"1529",2011,"","Mile Lan.",""
"1530",2011,"","Millenium Place",""
"1531",2011,"","Millenium Place",""
"1532",2011,"","Mint Casino King William Str.",""
"1533",2011,"","Miranda Close",""
"1534",2011,"","Morris Rd.",""
"1535",2011,"","Motor Museum",""
"1536",2011,"","New Union St",""
"1537",2011,"","Norman Place Rd.",""
"1538",2011,"","Northy Rd.",""
"1539",2011,"","O S CCFO",""
"1540",2011,"","O S Coventry Central Police Station",""
"1541",2011,"","O S Gosford Arms",""
"1542",2011,"","Oak Gosford Str.",""
"1543",2011,"","Outside Coventry Central PS",""
"1544",2011,"","Outside Foleshill PS",""
"1545",2011,"","Outside Front Of Coventry Central Police Station",""
"1546",2011,"","Outside Heat Bar",""
"1547",2011,"","Outside Kasbars",""
"1548",2011,"","Outside Of The Jewson Stand Richo Arena Coventry",""
"1549",2011,"","Owenford Rd.",""
"1550",2011,"","Palm Tree Ave Wood End",""
"1551",2011,"","Palmer Lan. Coventry",""
"1552",2011,"","Palmer Lan. Coventry",""
"1553",2011,"","Palmer Lan. Coventry",""
"1554",2011,"","Penruddick Dr. Coventry",""
"1555",2011,"","Plymouth Close",""
"1556",2011,"","Pool Meadow",""
"1557",2011,"","Pool Meadow Bus Station",""
"1558",2011,"","Pool Meadow Bus Stn",""
"1559",2011,"","Poolmeadow",""
"1560",2011,"","Poolmeadow Bus Station",""
"1561",2011,"","Poolmeadow Bus Station",""
"1562",2011,"","Poppy Court Remembrance Rd. Willenhall Coventry",""
"1563",2011,"","Primrose Hill St",""
"1564",2011,"","Primrose Hill Str.",""
"1565",2011,"","Primrose Hill Str.",""
"1566",2011,"","Primrose Hill Str. Coventry",""
"1567",2011,"","Princethorpe Way",""
"1568",2011,"","Priory Fields Coventry",""
"1569",2011,"","Priory Gardens",""
"1570",2011,"","Priory Str.",""
"1571",2011,"","Puma Way",""
"1572",2011,"","Queen Mary S Rd. Foleshill Coventry",""
"1573",2011,"","Queen Marys Rd. Coventry",""
"1574",2011,"","Queen Victoria Rd.",""
"1575",2011,"","Radford Rd.",""
"1576",2011,"","Radford Rd.",""
"1577",2011,"","Raglan Str.",""
"1578",2011,"","Red Lan.",""
"1579",2011,"","Remembrance Rd.",""
"1580",2011,"","Richo Areana",""
"1581",2011,"","Richo Areana",""
"1582",2011,"","Richo Arena Coventry",""
"1583",2011,"","Ricoh Arena",""
"1584",2011,"","Ricoh Arena",""
"1585",2011,"","Ricoh Arena",""
"1586",2011,"","Ridgethorpe Willenhall Coventry",""
"1587",2011,"","Rileys Square Bell Gr.",""
"1588",2011,"","Ring Rd",""
"1589",2011,"","Riverwalk Walk Wood End",""
"1590",2011,"","Roland Ave. Holbrooks Coventry",""
"1591",2011,"","Rotherhanm Rd.",""
"1592",2011,"","Sainsburys Trinity St Coventry",""
"1593",2011,"","Scots Lan.",""
"1594",2011,"","Sewall Highway",""
"1595",2011,"","Sewall Highway",""
"1596",2011,"","Sewall Highway Coventry",""
"1597",2011,"","Silver Str. Coventry",""
"1598",2011,"","Sky Blue Way",""
"1599",2011,"","Sky Dome",""
"1600",2011,"","Sky Dome",""
"1601",2011,"","Sky Dome",""
"1602",2011,"","Sky Dome",""
"1603",2011,"","Sky Dome",""
"1604",2011,"","Sky Dome",""
"1605",2011,"","Sky Dome",""
"1606",2011,"","Sky Dome",""
"1607",2011,"","Sky Dome Concourse",""
"1608",2011,"","Sky Dome Concourse",""
"1609",2011,"","Sky Dome Concourse",""
"1610",2011,"","Sky Dome Concourse",""
"1611",2011,"","Sky Dome Concourse",""
"1612",2011,"","Sky Dome Concourse Covenmtry",""
"1613",2011,"","Sky Dome Concourse Coventry",""
"1614",2011,"","Sky Dome Concourse",""
"1615",2011,"","Sky Dome Coventry",""
"1616",2011,"","Sky Dome Coventry City Centre",""
"1617",2011,"","Sky Dome",""
"1618",2011,"","Sky Dome",""
"1619",2011,"","Sky Dome",""
"1620",2011,"","Skydome",""
"1621",2011,"","Skydome",""
"1622",2011,"","Skydome",""
"1623",2011,"","Skydome",""
"1624",2011,"","Skydome",""
"1625",2011,"","Skydome",""
"1626",2011,"","Skydome Coventry",""
"1627",2011,"","Skydome Car Pk.",""
"1628",2011,"","Skydome Car Pk.",""
"1629",2011,"","Skydome Complex",""
"1630",2011,"","Skydome Complex",""
"1631",2011,"","Skydome Complex",""
"1632",2011,"","Skydome Complex Coventry",""
"1633",2011,"","Skydome Concourse",""
"1634",2011,"","Skydome Concourse",""
"1635",2011,"","Skydome Concourse",""
"1636",2011,"","Skydome Concourse",""
"1637",2011,"","Skydome Concourse",""
"1638",2011,"","Skydome Concourse",""
"1639",2011,"","Skydome Concourse",""
"1640",2011,"","Skydome Concourse",""
"1641",2011,"","Skydome Concourse",""
"1642",2011,"","Skydome Concourse",""
"1643",2011,"","Skydome Concourse",""
"1644",2011,"","Skydome Concourse",""
"1645",2011,"","Skydome Concourse",""
"1646",2011,"","Skydome Concourse",""
"1647",2011,"","Skydome Concourse",""
"1648",2011,"","Skydome Concourse Coventry",""
"1649",2011,"","Skydome Concourse",""
"1650",2011,"","Skydome Coventry",""
"1651",2011,"","Skydome Coventry",""
"1652",2011,"","Skydome Coventry City Centre",""
"1653",2011,"","SkyDome Coventry",""
"1654",2011,"","Skydome Coventry",""
"1655",2011,"","Sorell Close",""
"1656",2011,"","Southbank Rd. Coventry",""
"1657",2011,"","Spom St Coventry",""
"1658",2011,"","Spon End",""
"1659",2011,"","Spon End Coventry",""
"1660",2011,"","Spon St Coventry",""
"1661",2011,"","Spon St Coventry",""
"1662",2011,"","SPON ST Coventry",""
"1663",2011,"","Spon St Coventry",""
"1664",2011,"","Spon St Coventry",""
"1665",2011,"","Spon St Coventry",""
"1666",2011,"","Spon St Coventry",""
"1667",2011,"","Spon St Coventry",""
"1668",2011,"","Spon St Coventry",""
"1669",2011,"","Spon Str.",""
"1670",2011,"","Spon STreet",""
"1671",2011,"","Spon Str.",""
"1672",2011,"","Spon Str.",""
"1673",2011,"","Spon Str.",""
"1674",2011,"","Spon STreet",""
"1675",2011,"","St Georges Rd.",""
"1676",2011,"","St Georges Rd. Stoke",""
"1677",2011,"","St Lukes Rd. Coventry",""
"1678",2011,"","Stonet Stanton Rd. Police Station",""
"1679",2011,"","Stoney Stanton Rd. Police Station Coventry",""
"1680",2011,"","Swanswell Pk.",""
"1681",2011,"","Tachbrook Close",""
"1682",2011,"","Tarquin Close Coventry",""
"1683",2011,"","Terry Rd.",""
"1684",2011,"","Terry Rd. Coventry",""
"1685",2011,"","The Bull Yard City Centre",""
"1686",2011,"","The Bullyard",""
"1687",2011,"","The Burges",""
"1688",2011,"","The Burgess",""
"1689",2011,"","The Burgess",""
"1690",2011,"","The Burgess",""
"1691",2011,"","The Butts Coventry",""
"1692",2011,"","The Butts Retreat PH",""
"1693",2011,"","The Croft Longford",""
"1694",2011,"","The Forum Medical Centre Coventry",""
"1695",2011,"","Thimbler Rd.",""
"1696",2011,"","Tile Hill Lan. Coventry",""
"1697",2011,"","Torrington Ave.",""
"1698",2011,"","Trinity Point Link",""
"1699",2011,"","Trinity Str.",""
"1700",2011,"","Trinity Str.",""
"1701",2011,"","Trinity Str.",""
"1702",2011,"","Trinity Str. City Centre Coventry",""
"1703",2011,"","University Hosp.",""
"1704",2011,"","University Hosp.",""
"1705",2011,"","University Hosp. Coventry",""
"1706",2011,"","Unniversity Of Warwick Coventry",""
"1707",2011,"","Upper Spon St",""
"1708",2011,"","Vine Str.",""
"1709",2011,"","Vine Str.",""
"1710",2011,"","Vinecote Rd.",""
"1711",2011,"","Wallace Rd",""
"1712",2011,"","Walsgrave Hosp.",""
"1713",2011,"","Warwick Row",""
"1714",2011,"","Warwick University",""
"1715",2011,"","West Orchard",""
"1716",2011,"","West Orchards Circulatory Rd.",""
"1717",2011,"","White Str.",""
"1718",2011,"","Willenhall Lan. Coventry",""
"1719",2011,"","Willenhall Police Station Front Office",""
"1720",2011,"","Willenhall PS",""
"1721",2011,"","Winnalthorpe",""
"1722",2011,"","Wood Way Lan. Coventry",""
"1723",2011,"","Wroxall Dr.",""
"1724",2011,"","Wroxhall Dr.",""
"1725",2011,"Dudley","Albion Str. Brierley Hill",""
"1726",2011,"","Amblecote High Str. Stourbridge",""
"1727",2011,"","Arley Court",""
"1728",2011,"","Baptist End Rd. Netherton",""
"1729",2011,"","Bell St Stourbridge",""
"1730",2011,"","Bell Str.",""
"1731",2011,"","Bell Str. Stourbridge",""
"1732",2011,"","BHPS",""
"1733",2011,"","Birmingham Str. Stourbridge",""
"1734",2011,"","Bramford Arms",""
"1735",2011,"","Brettle Lan.",""
"1736",2011,"","Brickhouse Rd.",""
"1737",2011,"","Brisbane Rd. Smethwick",""
"1738",2011,"","Broadway Stourbridge",""
"1739",2011,"","Broadway Stourbridge",""
"1740",2011,"","Broadway Stourbridge",""
"1741",2011,"","Burmese Way Rowley Regis",""
"1742",2011,"","Bus Station Dudley",""
"1743",2011,"","Carpark Of Maybrook Hosue In Halesowen",""
"1744",2011,"","Carpark Of The Barley Mow High Str. Wollaston",""
"1745",2011,"","Castlegate Dudley",""
"1746",2011,"","Cinder Bank Island Netherton",""
"1747",2011,"","Court St",""
"1748",2011,"","Courthouse PH Sedgeley",""
"1749",2011,"","Crabmill Carpark Oldswinford",""
"1750",2011,"","Crompton Rd.",""
"1751",2011,"","Crown Centre Stourbridge",""
"1752",2011,"","Dudley Bus Station",""
"1753",2011,"","Dudley Police Station",""
"1754",2011,"","Dudley Rd.",""
"1755",2011,"","Dudley Rd. Brierley Hill",""
"1756",2011,"","Edward Rutland PH High Str. Stourbridge",""
"1757",2011,"","Enville Rd.",""
"1758",2011,"","Fern Rd",""
"1759",2011,"","Foster Str. Stourbridge",""
"1760",2011,"","Front Office BHPS",""
"1761",2011,"","Front Office Stourbridge",""
"1762",2011,"","Front Office Stourbridge Police Station",""
"1763",2011,"","Hagley Rd.",""
"1764",2011,"","Halesowen Rd Netherton",""
"1765",2011,"","Halesowen Town Centre",""
"1766",2011,"","Hampden Close Quarry Bank",""
"1767",2011,"","Hereford Rd. Netherton",""
"1768",2011,"","High St Stourbridge",""
"1769",2011,"","High St Stourbridge",""
"1770",2011,"","High St Stourbridge",""
"1771",2011,"","High St Stourbridge",""
"1772",2011,"","High St Dudley",""
"1773",2011,"","High St Sedgely",""
"1774",2011,"","High St Stourbridge",""
"1775",2011,"","High St Stourbridge",""
"1776",2011,"","High St Stourbridge",""
"1777",2011,"","High St Stourbridge",""
"1778",2011,"","High St Stourbridge",""
"1779",2011,"","High Str.",""
"1780",2011,"","High Str.",""
"1781",2011,"","High Str.",""
"1782",2011,"","High Str. Brierley Hill",""
"1783",2011,"","High Str. BlackHeath",""
"1784",2011,"","High Str. Quarry Bank",""
"1785",2011,"","High Str. Stourbridge",""
"1786",2011,"","High Str. Stourbridge",""
"1787",2011,"","High Str. Stourbridge",""
"1788",2011,"","High Str. Stourbridge",""
"1789",2011,"","High Str. West Bromwich",""
"1790",2011,"","High Str. Amblecote",""
"1791",2011,"","High Str. Smethwick",""
"1792",2011,"","High Str. Stourbridge",""
"1793",2011,"","High Str. Stourbridge",""
"1794",2011,"","High Str. Stourbridge",""
"1795",2011,"","High Str. Stourbridge",""
"1796",2011,"","High Str. Stourbridge",""
"1797",2011,"","High Str. Stourbridge",""
"1798",2011,"","High Str. Stourbridge",""
"1799",2011,"","High Str. Stourbridge",""
"1800",2011,"","High Str. Halesowen",""
"1801",2011,"","High View St Dudley",""
"1802",2011,"","Hilly Lan. Halesowen",""
"1803",2011,"","Himley Rd. Gornal",""
"1804",2011,"","Home Address",""
"1805",2011,"","Hope Tavern Netherton",""
"1806",2011,"","Hurst Rd Oldbury",""
"1807",2011,"","Jackson Str. Lye",""
"1808",2011,"","KFC Merry Hill Centre Dudley",""
"1809",2011,"","King St Dudley",""
"1810",2011,"","Kingsley Rd. Netherton",""
"1811",2011,"","Larel Lan. Halesowen",""
"1812",2011,"","Little Barrel PH Dudley",""
"1813",2011,"","Lloyds Bar Stourbridge",""
"1814",2011,"","Long Lan. Halesowen",""
"1815",2011,"","Lower Derry Str. Brierley Hill",""
"1816",2011,"","Lower High Str. Stourbridge",""
"1817",2011,"","Lupin Rd.",""
"1818",2011,"","Lye High St",""
"1819",2011,"","Market Str. Kingswinford",""
"1820",2011,"","Market Str. Knigswinford",""
"1821",2011,"","Market Str. Stourbridge",""
"1822",2011,"","Market Str. Stourbridge",""
"1823",2011,"","Market Str. Kingswinford",""
"1824",2011,"","Marriot Rd.",""
"1825",2011,"","Marriot Rd.",""
"1826",2011,"","Mary Stevens Pk.",""
"1827",2011,"","Maybrook House Car Pk. Halesowen",""
"1828",2011,"","Meadowfields Close Wordsley",""
"1829",2011,"","Merryhill Centre Brierley Hill",""
"1830",2011,"","Mill Str. Sedgley",""
"1831",2011,"","Mill Str. Sedgley",""
"1832",2011,"","Moore Str.",""
"1833",2011,"","New Rd Dudley",""
"1834",2011,"","New Rd. Stourbridge",""
"1835",2011,"","New Str. Dudley",""
"1836",2011,"","Odeon Cinema Merry Hill",""
"1837",2011,"","Odeon Cinema Merry Hill",""
"1838",2011,"","Outside Santander High Str. Stourbridge",""
"1839",2011,"","Pk. Rd. Wrens Nest",""
"1840",2011,"","Playground At Priory Primary School",""
"1841",2011,"","Princess Rd. Old Hill",""
"1842",2011,"","Priory Str. Dudley",""
"1843",2011,"","RHH",""
"1844",2011,"","Ring Rd. Stourbridge",""
"1845",2011,"","Ring Rd. Stourbridge",""
"1846",2011,"","Rookery Pk. Pensnett",""
"1847",2011,"","Salop Str.",""
"1848",2011,"","Salop Str.",""
"1849",2011,"","Sedgley Bullring",""
"1850",2011,"","Sedgley Conservative Club",""
"1851",2011,"","Sedgley Conservative Club",""
"1852",2011,"","Short St",""
"1853",2011,"","South Rd. Stourbridge",""
"1854",2011,"","Stourbridge",""
"1855",2011,"","Stourbridge High St",""
"1856",2011,"","Stourbridge High Str.",""
"1857",2011,"","Stourbridge High Str.",""
"1858",2011,"","Stourbridge High Str.",""
"1859",2011,"","Stourbridge Junction",""
"1860",2011,"","Stourbridge PS Front Office",""
"1861",2011,"","Stourbridge Rd Holly Hall",""
"1862",2011,"","Stourbridge Rd Lye",""
"1863",2011,"","Stourbridge Rd. Brierley Hill",""
"1864",2011,"","Stourbridge Rd. Brierley Hill",""
"1865",2011,"","Stourbridge Rd.",""
"1866",2011,"","Tesco Express Amblecote Stourbridge",""
"1867",2011,"","The Swan Public House Kingswinford",""
"1868",2011,"","Tower Str. Dudley",""
"1869",2011,"","Victoria Str. Stoubridge",""
"1870",2011,"","Ward B RHH",""
"1871",2011,"","Windmill End Dudley",""
"1872",2011,"","Windmill Lan. Cape Hill",""
"1873",2011,"","Wolverhampton Str. Dudley",""
"1874",2011,"","Wolverhampton Str. Dudley",""
"1875",2011,"","Wolverhampton Str. Dudley",""
"1876",2011,"","Worcester Str. Stourbridge",""
"1877",2011,"","W Ton Str. Dudley",""
"1878",2011,"","W Ton Str. Dudley",""
"1879",2011,"Solihull","A E Soliohull Hosp.",""
"1880",2011,"","Airport",""
"1881",2011,"","Ash Crescent Chelmsley Wood",""
"1882",2011,"","Assembly Rooms",""
"1883",2011,"","Auckland Dr.",""
"1884",2011,"","Auckland Dr.",""
"1885",2011,"","Auckland Dr.",""
"1886",2011,"","Auckland Dr.",""
"1887",2011,"","Auckland Dr. C Wood",""
"1888",2011,"","Auckland Dr. Chelmsley Wood Solihull",""
"1889",2011,"","Bham Airport",""
"1890",2011,"","Bham Int Train Station",""
"1891",2011,"","Bham International Train Station",""
"1892",2011,"","Birmingham Airport",""
"1893",2011,"","Blair Grove Chelmsley Wood Birmingham",""
"1894",2011,"","Brackleys Way Solihull",""
"1895",2011,"","Brickhill Dr",""
"1896",2011,"","Broad Str. OS Gatecrasher",""
"1897",2011,"","By St Alphedge Church Solihull",""
"1898",2011,"","Carpark Marston Gr. Tavern",""
"1899",2011,"","Chelmsley Rd Chelmsley Wood",""
"1900",2011,"","Chelmsley Rd Chelmsley Wood",""
"1901",2011,"","Church Close",""
"1902",2011,"","Clock Public House Clock Lan.",""
"1903",2011,"","Colebrook Rd.",""
"1904",2011,"","Colebrook Rd.",""
"1905",2011,"","Copt Heath Dr. Knowle",""
"1906",2011,"","Danford Lan.",""
"1907",2011,"","Dunton Hall Rd. Shirley",""
"1908",2011,"","Foleshill Rd. Coventry",""
"1909",2011,"","Forth Dr.",""
"1910",2011,"","Fox Hollies Rd.",""
"1911",2011,"","Foyer Of ETAP Hotel BHX",""
"1912",2011,"","Grandys Dr. Chelmsley Wood",""
"1913",2011,"","Gr. Lan.",""
"1914",2011,"","Greenwood Shopping Centre",""
"1915",2011,"","Greswold Hotel",""
"1916",2011,"","Halifax Rd.",""
"1917",2011,"","Helmswood Dr.",""
"1918",2011,"","Helmswood Dr.",""
